CMPL123__AuditTrail_External_Id__c,CMPL123__Child_Relationships_Object__c,CMPL123__Fields__c,CMPL123__Is_Active__c,CMPL123__Parent_Relationship_Object__c,CMPL123__Report_Title_Predefined_Field__c,CMPL123__RFC_Comment_Fields__c,CMPL123__RFC_Fields__c,Id,Name
a075r000006gDKkAAM,"CMPL123__WF_Phase_Status__c-CMPL123__Workflow_Rule_Phase__c,ContentDocumentLink-LinkedEntityId","CMPL123__Order__c,CMPL123__WF_Rule_Phase_External_Id__c",true,"CMPL123__Workflow_Phase__r,CMPL123__Workflow_Rule__r,Owner",,,,a077E00000QHAPRQA5,CMPL123__WF_Rule_Phase__c
a075r000006gDKlAAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Active__c,CMPL123QMS__Description__c,CMPL123QMS__P2_Score_Justification__c,CMPL123QMS__P2_Score_Picklist__c,CMPL123QMS__Short_Description__c",true,"CMPL123QMS__Harm_Code__r,CMPL123QMS__Hazardous_Situation_Library_Item__r,Owner,RecordType",,,,a077E00000QHAPSQA5,CMPL123QMS__Harm_Library_Item__c
a075r000006gDKmAAM,"CMPL123QMS__Management_Review_Action__c-CMPL123QMS__Management_Review__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Date_of_Occurrence__c,CMPL123QMS__Description__c,CMPL123QMS__Disposition_Summary__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Evaluation_Summary__c,CMPL123QMS__Impact_Details__c,CMPL123QMS__Impact_on__c,CMPL123QMS__Investigation_Summary__c,CMPL123QMS__MR_Notification_Required__c,CMPL123QMS__MR_Notification_Summary__c,CMPL123QMS__Market_Action_Required__c,CMPL123QMS__Market_Action_Summary__c,CMPL123QMS__RCA__c,CMPL123QMS__Scope__c,CMPL123QMS__Short_Description__c,Name",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Batch_Lot__r,CMPL123QMS__Material__r,CMPL123QMS__Product__r,Owner,RecordType",,,,a077E00000QHAPTQA5,CMPL123QMS__Management_Review__c
a075r000006gDKnAAM,"CMPL123QMS__Approved_Material__c-CMPL123QMS__Manufacturer_Site__c,CMPL123QMS__Manufacturer_Site_Product__c-CMPL123QMS__Manufacturer_Site_Name__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Status__c,Name",true,Owner,,,,a077E00000QHAPUQA5,CMPL123QMS__Customer_Site__c
a075r000006gDKoAAM,ContentDocumentLink-LinkedEntityId,"CMPL123CME__D11_End_Date_Null__c,CMPL123CME__D11_End_Date__c,CMPL123CME__D11_Product__c,CMPL123CME__D11_Start_Date_Null__c,CMPL123CME__D11_Start_Date__c",true,"CMPL123CME__Related_EMDR__r,Owner",,,,a077E00000QHAPVQA5,CMPL123CME__Concomitant_Product__c
a075r000006gDKpAAM,"CMPL123CME__Complaint__c-CMPL123CME__Contact__c,CMPL123CME__Complaint__c-CMPL123CME__Patient__c,CMPL123CME__Inquiry__c-CMPL123CME__Contact__c,CMPL123QMS__Product_Return__c-CMPL123QMS__Contact__c,CMPL123QMS__TWD_Batch__c-CMPL123QMS__Contact__c,ContentDocumentLink-LinkedEntityId","CMPL123__Age_Units__c,CMPL123__Age_at_Time_of_Event__c,CMPL123__Aware_Date__c,CMPL123__Birthdate__c,CMPL123__Contact_Email__c,CMPL123__Contact_Fax__c,CMPL123__Contact_First_Name__c,CMPL123__Contact_Last_Name__c,CMPL123__Contact_Notes__c,CMPL123__Contact_Phone_1__c,CMPL123__Contact_Phone_2__c,CMPL123__Contact_Type__c,CMPL123__Date_of_Event__c,CMPL123__Patient_ID__c,CMPL123__Sex__c,CMPL123__Weight_Units__c,CMPL123__Weight__c",true,"CMPL123__Contact_Address__r,RecordType",,,,a077E00000QHAPWQA5,CMPL123__Contact__c
a075r000006gDKqAAM,ContentDocumentLink-LinkedEntityId,,true,"CMPL123CME__Complaint__r,CMPL123CME__Investigation_Evaluation__r,Owner",,,,a077E00000QHAPXQA5,CMPL123CME__Complaint_Investigation__c
a075r000006gDKrAAM,"CMPL123QMS__Hazardous_Situation_Library_Item__c-CMPL123QMS__Failure_Mode_Library_Item__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Active__c,CMPL123QMS__Component__c,CMPL123QMS__Description__c,CMPL123QMS__Failure_Type__c,CMPL123QMS__Justification__c,CMPL123QMS__Process_Step__c,CMPL123QMS__Process__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Use_Scenario__c,CMPL123QMS__Use_Task__c",true,"CMPL123QMS__Failure_Mode_Effect__r,Owner,RecordType",,,,a077E00000QHAPYQA5,CMPL123QMS__Failure_Mode_Library_Item__c
a075r000006gDKsAAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Date_Issued__c,CMPL123QMS__Expiry_Date__c,CMPL123QMS__Type__c,Name",true,"CMPL123QMS__Supplier_Site__r,Owner",,,,a077E00000QHAPZQA5,CMPL123QMS__Supplier_Site_Certificate__c
a075r000006gDKtAAM,"CMPL123CME__Investigation__c-TWD_Quality_Event__c,CMPL123QMS__Affected_Product__c-CMPL123QMS__Quality_Event__c,CMPL123QMS__CAPA__c-TWD_Quality_Event__c,CMPL123QMS__Escalated_Action__c-CMPL123QMS__Quality_Event__c,CMPL123QMS__Extension_Request__c-CMPL123QMS__Deviation__c,CMPL123QMS__Investigation__c-TWD_Quality_Event__c,CMPL123QMS__Risk_Quality_Event__c-CMPL123QMS__Quality_Event__c,CMPL123__Action__c-TWD_Quality_Event__c,ContentDocumentLink-LinkedEntityId","CAPA_created__c,CMPL123QMS__Actual_Risk_Rating__c,CMPL123QMS__Business_Risk__c,CMPL123QMS__CAPA_Determination__c,CMPL123QMS__Compliance_Risk__c,CMPL123QMS__Date_Reported__c,CMPL123QMS__Date_of_Occurence__c,CMPL123QMS__Department__c,CMPL123QMS__Description__c,CMPL123QMS__Disposition_Description__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Equipment__c,CMPL123QMS__Health_Risk__c,CMPL123QMS__Immediate_Actions__c,CMPL123QMS__Impact_Analysis__c,CMPL123QMS__Impact_Details_Others__c,CMPL123QMS__Impact_Details__c,CMPL123QMS__Impact__c,CMPL123QMS__Investigation_Summary__c,CMPL123QMS__Location__c,CMPL123QMS__Place_Identified__c,CMPL123QMS__Probability_Measure__c,CMPL123QMS__Quality_Approval_On__c,CMPL123QMS__Reference_Number__c,CMPL123QMS__Reported_By__c,CMPL123QMS__Severity_Measure__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Supplier_Contact_Person__c,CMPL123QMS__TWD_Batch_Number__c,CMPL123QMS__TWD_Equipment_Asset_Name__c,CMPL123QMS__TWD_Event_ID__c,CMPL123QMS__TWD_Process_Unit__c,CMPL123QMS__TWD_Quality_Event_Status_Flag__c,CMPL123QMS__TWD_Site__c,CMPL123QMS__TWD_Unique_External_ID__c,CMPL123QMS__TWD_User_Operator__c,CMPL123QMS__TWD_Violation_Tags__c,CMPL123QMS__Type__c,Investigation_created__c,TWD_Action_Required__c,TWD_Action_Type__c,TWD_CAPA_Required__c,TWD_Closure_Comment__c,TWD_Complete_Review_Reached__c,TWD_Contributing_Factors__c,TWD_Create_CAPA__c,TWD_Create_Change_Control__c,TWD_Criticality__c,TWD_Date_Opened__c,TWD_Department__c,TWD_Detectability__c,TWD_Document_Update__c,TWD_Due_Date__c,TWD_IS_Change_Control_Created__c,TWD_Investigation_Completed__c,TWD_Investigation_Required__c,TWD_Is_CAPA_Created__c,TWD_Is_Product_Affected__c,TWD_Likelihood_of_Detection__c,TWD_Likelihood_of_Occurrence__c,TWD_Location_Type__c,TWD_Occurance_Measure__c,TWD_Product_Lot_Number_s__c,TWD_Product_Number__c,TWD_Risk_Analysis__c,TWD_Risk_High_Text__c,TWD_Risk_Low_Text__c,TWD_Risk_Medium_Text__c,TWD_Root_Cause_Sub_Category__c,TWD_Root_Cause_Summary__c,TWD_Root_Cause__c,TWD_Serial_Number__c,TWD_Severity__c",true,"CMPL123QMS__Batch__r,CMPL123QMS__OOS__r,CMPL123QMS__Quality_Approval_By__r,CMPL123QMS__Related_CAPA__r,CMPL123QMS__Related_Supplier__r,Owner,RecordType,TWD_Assigned_To__r,TWD_Device__r,TWD_Initiator__r,TWD_Product_2__r,TWD_Product__r,TWD_Related_Supplier__r,TWD_Supervisor__r",,,,a077E00000QHAPaQAP,CMPL123QMS__Deviation__c
a075r000006gDKuAAM,"CMPL123__WF_Rule_Phase__c-CMPL123__Workflow_Phase__c,ContentDocumentLink-LinkedEntityId","CMPL123__Description__c,CMPL123__Phase_Custom_Label__c,CMPL123__WF_Phase_External_Id__c,CMPL123__Work_Instructions_Custom_Label__c,CMPL123__Work_Instructions_HTML__c,CMPL123__Work_Instructions__c,Name",true,Owner,,,,a077E00000QHAPbQAP,CMPL123__WF_Phase__c
a075r000006gDKvAAM,ContentDocumentLink-LinkedEntityId,"CMPL123__Question10_Answer__c,CMPL123__Question10_Captured_Evidence__c,CMPL123__Question10_Comment__c,CMPL123__Question10_Create_Finding__c,CMPL123__Question10_Text__c,CMPL123__Question11_Answer__c,CMPL123__Question11_Captured_Evidence__c,CMPL123__Question11_Comment__c,CMPL123__Question11_Create_Finding__c,CMPL123__Question11_Text__c,CMPL123__Question12_Answer__c,CMPL123__Question12_Captured_Evidence__c,CMPL123__Question12_Comment__c,CMPL123__Question12_Create_Finding__c,CMPL123__Question12_Text__c,CMPL123__Question13_Answer__c,CMPL123__Question13_Captured_Evidence__c,CMPL123__Question13_Comment__c,CMPL123__Question13_Create_Finding__c,CMPL123__Question13_Text__c,CMPL123__Question14_Answer__c,CMPL123__Question14_Captured_Evidence__c,CMPL123__Question14_Comment__c,CMPL123__Question14_Create_Finding__c,CMPL123__Question14_Text__c,CMPL123__Question15_Answer__c,CMPL123__Question15_Captured_Evidence__c,CMPL123__Question15_Comment__c,CMPL123__Question15_Create_Finding__c,CMPL123__Question15_Text__c,CMPL123__Question16_Answer__c,CMPL123__Question16_Captured_Evidence__c,CMPL123__Question16_Comment__c,CMPL123__Question16_Create_Finding__c,CMPL123__Question16_Text__c,CMPL123__Question17_Answer__c,CMPL123__Question17_Captured_Evidence__c,CMPL123__Question17_Comment__c,CMPL123__Question17_Create_Finding__c,CMPL123__Question17_Text__c,CMPL123__Question18_Answer__c,CMPL123__Question18_Captured_Evidence__c,CMPL123__Question18_Comment__c,CMPL123__Question18_Create_Finding__c,CMPL123__Question18_Text__c,CMPL123__Question19_Answer__c,CMPL123__Question19_Captured_Evidence__c,CMPL123__Question19_Comment__c,CMPL123__Question19_Create_Finding__c,CMPL123__Question19_Text__c,CMPL123__Question1_Answer__c,CMPL123__Question1_Captured_Evidence__c,CMPL123__Question1_Comment__c,CMPL123__Question1_Create_Finding__c,CMPL123__Question1_Text__c,CMPL123__Question20_Answer__c,CMPL123__Question20_Captured_Evidence__c,CMPL123__Question20_Comment__c,CMPL123__Question20_Create_Finding__c,CMPL123__Question20_Text__c,CMPL123__Question21_Answer__c,CMPL123__Question21_Captured_Evidence__c,CMPL123__Question21_Comment__c,CMPL123__Question21_Create_Finding__c,CMPL123__Question21_Text__c,CMPL123__Question22_Answer__c,CMPL123__Question22_Captured_Evidence__c,CMPL123__Question22_Comment__c,CMPL123__Question22_Create_Finding__c,CMPL123__Question22_Text__c,CMPL123__Question23_Answer__c,CMPL123__Question23_Captured_Evidence__c,CMPL123__Question23_Comment__c,CMPL123__Question23_Create_Finding__c,CMPL123__Question23_Text__c,CMPL123__Question24_Answer__c,CMPL123__Question24_Captured_Evidence__c,CMPL123__Question24_Comment__c,CMPL123__Question24_Create_Finding__c,CMPL123__Question24_Text__c,CMPL123__Question25_Answer__c,CMPL123__Question25_Captured_Evidence__c,CMPL123__Question25_Comment__c,CMPL123__Question25_Create_Finding__c,CMPL123__Question25_Text__c,CMPL123__Question26_Answer__c,CMPL123__Question26_Captured_Evidence__c,CMPL123__Question26_Comment__c,CMPL123__Question26_Create_Finding__c,CMPL123__Question26_Text__c,CMPL123__Question27_Answer__c,CMPL123__Question27_Captured_Evidence__c,CMPL123__Question27_Comment__c,CMPL123__Question27_Create_Finding__c,CMPL123__Question27_Text__c,CMPL123__Question28_Answer__c,CMPL123__Question28_Captured_Evidence__c,CMPL123__Question28_Comment__c,CMPL123__Question28_Create_Finding__c,CMPL123__Question28_Text__c,CMPL123__Question29_Answer__c,CMPL123__Question29_Captured_Evidence__c,CMPL123__Question29_Comment__c,CMPL123__Question29_Create_Finding__c,CMPL123__Question29_Text__c,CMPL123__Question2_Answer__c,CMPL123__Question2_Captured_Evidence__c,CMPL123__Question2_Comment__c,CMPL123__Question2_Create_Finding__c,CMPL123__Question2_Text__c,CMPL123__Question30_Answer__c,CMPL123__Question30_Captured_Evidence__c,CMPL123__Question30_Comment__c,CMPL123__Question30_Create_Finding__c,CMPL123__Question30_Text__c,CMPL123__Question31_Answer__c,CMPL123__Question31_Captured_Evidence__c,CMPL123__Question31_Comment__c,CMPL123__Question31_Create_Finding__c,CMPL123__Question31_Text__c,CMPL123__Question32_Answer__c,CMPL123__Question32_Captured_Evidence__c,CMPL123__Question32_Comment__c,CMPL123__Question32_Create_Finding__c,CMPL123__Question32_Text__c,CMPL123__Question33_Answer__c,CMPL123__Question33_Captured_Evidence__c,CMPL123__Question33_Comment__c,CMPL123__Question33_Create_Finding__c,CMPL123__Question33_Text__c,CMPL123__Question34_Answer__c,CMPL123__Question34_Captured_Evidence__c,CMPL123__Question34_Comment__c,CMPL123__Question34_Create_Finding__c,CMPL123__Question34_Text__c,CMPL123__Question35_Answer__c,CMPL123__Question35_Captured_Evidence__c,CMPL123__Question35_Comment__c,CMPL123__Question35_Create_Finding__c,CMPL123__Question35_Text__c,CMPL123__Question36_Answer__c,CMPL123__Question36_Captured_Evidence__c,CMPL123__Question36_Comment__c,CMPL123__Question36_Create_Finding__c,CMPL123__Question36_Text__c,CMPL123__Question37_Answer__c,CMPL123__Question37_Captured_Evidence__c,CMPL123__Question37_Comment__c,CMPL123__Question37_Create_Finding__c,CMPL123__Question37_Text__c,CMPL123__Question38_Answer__c,CMPL123__Question38_Captured_Evidence__c,CMPL123__Question38_Comment__c,CMPL123__Question38_Create_Finding__c,CMPL123__Question38_Text__c,CMPL123__Question39_Answer__c,CMPL123__Question39_Captured_Evidence__c,CMPL123__Question39_Comment__c,CMPL123__Question39_Create_Finding__c,CMPL123__Question39_Text__c,CMPL123__Question3_Answer__c,CMPL123__Question3_Captured_Evidence__c,CMPL123__Question3_Comment__c,CMPL123__Question3_Create_Finding__c,CMPL123__Question3_Text__c,CMPL123__Question40_Answer__c,CMPL123__Question40_Captured_Evidence__c,CMPL123__Question40_Comment__c,CMPL123__Question40_Create_Finding__c,CMPL123__Question40_Text__c,CMPL123__Question41_Answer__c,CMPL123__Question41_Captured_Evidence__c,CMPL123__Question41_Comment__c,CMPL123__Question41_Create_Finding__c,CMPL123__Question41_Text__c,CMPL123__Question42_Answer__c,CMPL123__Question42_Captured_Evidence__c,CMPL123__Question42_Comment__c,CMPL123__Question42_Create_Finding__c,CMPL123__Question42_Text__c,CMPL123__Question43_Answer__c,CMPL123__Question43_Captured_Evidence__c,CMPL123__Question43_Comment__c,CMPL123__Question43_Create_Finding__c,CMPL123__Question43_Text__c,CMPL123__Question44_Answer__c,CMPL123__Question44_Captured_Evidence__c,CMPL123__Question44_Comment__c,CMPL123__Question44_Create_Finding__c,CMPL123__Question44_Text__c,CMPL123__Question45_Answer__c,CMPL123__Question45_Captured_Evidence__c,CMPL123__Question45_Comment__c,CMPL123__Question45_Create_Finding__c,CMPL123__Question45_Text__c,CMPL123__Question46_Answer__c,CMPL123__Question46_Captured_Evidence__c,CMPL123__Question46_Comment__c,CMPL123__Question46_Create_Finding__c,CMPL123__Question46_Text__c,CMPL123__Question47_Answer__c,CMPL123__Question47_Captured_Evidence__c,CMPL123__Question47_Comment__c,CMPL123__Question47_Create_Finding__c,CMPL123__Question47_Text__c,CMPL123__Question48_Answer__c,CMPL123__Question48_Captured_Evidence__c,CMPL123__Question48_Comment__c,CMPL123__Question48_Create_Finding__c,CMPL123__Question48_Text__c,CMPL123__Question49_Answer__c,CMPL123__Question49_Captured_Evidence__c,CMPL123__Question49_Comment__c,CMPL123__Question49_Create_Finding__c,CMPL123__Question49_Text__c,CMPL123__Question4_Answer__c,CMPL123__Question4_Captured_Evidence__c,CMPL123__Question4_Comment__c,CMPL123__Question4_Create_Finding__c,CMPL123__Question4_Text__c,CMPL123__Question50_Answer__c,CMPL123__Question50_Captured_Evidence__c,CMPL123__Question50_Comment__c,CMPL123__Question50_Create_Finding__c,CMPL123__Question50_Text__c,CMPL123__Question5_Answer__c,CMPL123__Question5_Captured_Evidence__c,CMPL123__Question5_Comment__c,CMPL123__Question5_Create_Finding__c,CMPL123__Question5_Text__c,CMPL123__Question6_Answer__c,CMPL123__Question6_Captured_Evidence__c,CMPL123__Question6_Comment__c,CMPL123__Question6_Create_Finding__c,CMPL123__Question6_Text__c,CMPL123__Question7_Answer__c,CMPL123__Question7_Captured_Evidence__c,CMPL123__Question7_Comment__c,CMPL123__Question7_Create_Finding__c,CMPL123__Question7_Text__c,CMPL123__Question8_Answer__c,CMPL123__Question8_Captured_Evidence__c,CMPL123__Question8_Comment__c,CMPL123__Question8_Create_Finding__c,CMPL123__Question8_Text__c,CMPL123__Question9_Answer__c,CMPL123__Question9_Captured_Evidence__c,CMPL123__Question9_Comment__c,CMPL123__Question9_Create_Finding__c,CMPL123__Question9_Text__c,CMPL123__Revision_HIDDEN__c,CMPL123__Total_Score_1_HIDDEN__c,CMPL123__Total_Score_2_HIDDEN__c,CMPL123__Total_Score_3_HIDDEN__c,CMPL123__Total_Score_4_HIDDEN__c,CMPL123__Total_Score_5_HIDDEN__c,CMPL123__Total_Weight_Hidden__c,CMPL123__Weight10__c,CMPL123__Weight11__c,CMPL123__Weight12__c,CMPL123__Weight13__c,CMPL123__Weight14__c,CMPL123__Weight15__c,CMPL123__Weight16__c,CMPL123__Weight17__c,CMPL123__Weight18__c,CMPL123__Weight19__c,CMPL123__Weight1__c,CMPL123__Weight20__c,CMPL123__Weight21__c,CMPL123__Weight22__c,CMPL123__Weight23__c,CMPL123__Weight24__c,CMPL123__Weight25__c,CMPL123__Weight26__c,CMPL123__Weight27__c,CMPL123__Weight28__c,CMPL123__Weight29__c,CMPL123__Weight2__c,CMPL123__Weight30__c,CMPL123__Weight31__c,CMPL123__Weight32__c,CMPL123__Weight33__c,CMPL123__Weight34__c,CMPL123__Weight35__c,CMPL123__Weight36__c,CMPL123__Weight37__c,CMPL123__Weight38__c,CMPL123__Weight39__c,CMPL123__Weight3__c,CMPL123__Weight40__c,CMPL123__Weight41__c,CMPL123__Weight42__c,CMPL123__Weight43__c,CMPL123__Weight44__c,CMPL123__Weight45__c,CMPL123__Weight46__c,CMPL123__Weight47__c,CMPL123__Weight48__c,CMPL123__Weight49__c,CMPL123__Weight4__c,CMPL123__Weight50__c,CMPL123__Weight5__c,CMPL123__Weight6__c,CMPL123__Weight7__c,CMPL123__Weight8__c,CMPL123__Weight9__c,Name",true,"CMPL123__Audit_Assessment_Template__r,Owner",,,,a077E00000QHAPcQAP,CMPL123__Audit_Assessment__c
a075r000006gDKwAAM,"CMPL123QMS__Hazardous_Situation_Library_Item__c-CMPL123QMS__Hazardous_Situation_Category__c,CMPL123QMS__Hazardous_Situation__c-CMPL123QMS__Hazardous_Situation_Category__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Description__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Status__c",true,"Owner,RecordType",,,,a077E00000QHAPdQAP,CMPL123QMS__Hazardous_Situation_Category__c
a075r000006gDKxAAM,"CMPL123QMS__CAPA__c-TWD_Nonconformance__c,CMPL123QMS__Escalated_Action__c-CMPL123QMS__Nonconformance__c,CMPL123QMS__Extension_Request__c-CMPL123QMS__Non_Conformance__c,CMPL123QMS__Impacted_Lot__c-CMPL123QMS__Non_Conformance__c,CMPL123QMS__Investigation__c-Nonconformance__c,CMPL123QMS__Risk_Nonconformance__c-CMPL123QMS__Nonconformance__c,CMPL123QMS__SCARs__c-CMPL123QMS__Non_Conformance__c,CMPL123__Action__c-TWD_Non_Conformance__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Actual_Risk_Rating__c,CMPL123QMS__Additional_Action_s_Required__c,CMPL123QMS__Business_Risk__c,CMPL123QMS__CAPA_Determination__c,CMPL123QMS__Compliance_Risk__c,CMPL123QMS__Date_Initiated__c,CMPL123QMS__Date_of_Occurence__c,CMPL123QMS__Department__c,CMPL123QMS__Description__c,CMPL123QMS__Detectability__c,CMPL123QMS__Disposition_Description__c,CMPL123QMS__Document_Changes_Required__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Equipment__c,CMPL123QMS__Health_Risk__c,CMPL123QMS__Immediate_Actions__c,CMPL123QMS__Impact_Analysis__c,CMPL123QMS__Impact__c,CMPL123QMS__Impacted_Lot_Required__c,CMPL123QMS__Investigation_Summary__c,CMPL123QMS__Justification_for_No_Additional_Actions__c,CMPL123QMS__Justification_for_No_Impacted_Lot__c,CMPL123QMS__Justification_for_No_Investigation__c,CMPL123QMS__Likelihood_of_Occurrence__c,CMPL123QMS__Location__c,CMPL123QMS__Nonconformance_Date__c,CMPL123QMS__Place_Identified__c,CMPL123QMS__Potential_NC_Product_in_Field__c,CMPL123QMS__Probability_Measure__c,CMPL123QMS__Process_Name__c,CMPL123QMS__Quality_Approval_On__c,CMPL123QMS__SCAR_Required__c,CMPL123QMS__Severity_Measure__c,CMPL123QMS__Severity__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Site__c,CMPL123QMS__Supplier_Contact_Person__c,CMPL123QMS__Type__c",true,"CMPL123QMS__Batch__r,CMPL123QMS__Nonconforming_Material__r,CMPL123QMS__Nonconforming_Product__r,CMPL123QMS__Quality_Approval_By__r,CMPL123QMS__Related_CAPA__r,CMPL123QMS__Related_Supplier__r,CMPL123QMS__Supplier_Site__r,Owner,RecordType",,,,a077E00000QHAPeQAP,CMPL123QMS__Non_Conformance__c
a075r000006gDKyAAM,ContentDocumentLink-LinkedEntityId,,true,Owner,,,,a077E00000QHAPfQAP,CMPL123QMS__Change_Notification__c
a075r000006gDKzAAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Integration_ID__c,CMPL123QMS__Integration_Message__c,CMPL123QMS__Justification_for_Extension__c,CMPL123QMS__Justification_for_No_Impact__c,CMPL123QMS__MessageID__c,CMPL123QMS__Parent_Due_Date__c,CMPL123QMS__Proposed_Due_Date__c",true,"CMPL123QMS__Action__r,CMPL123QMS__Audit_Finding__r,CMPL123QMS__CAPA_Request__r,CMPL123QMS__CAPA__r,CMPL123QMS__Change_Control__r,CMPL123QMS__Deviation__r,CMPL123QMS__Effectiveness_Check__r,CMPL123QMS__Escalated_Action__r,CMPL123QMS__Global_Change_Control__r,CMPL123QMS__Internal_Audit__r,CMPL123QMS__Investigation__r,CMPL123QMS__Mitigation_Plan__r,CMPL123QMS__Non_Conformance__r,CMPL123QMS__OOS_Investigation__r,CMPL123QMS__OOS__r,CMPL123QMS__Product_Return__r,CMPL123QMS__Requested_by__r,CMPL123QMS__Risk__r,CMPL123QMS__Stand_Alone_CAPA__r,Complaint__r,Owner,RecordType",,,,a077E00000QHAPgQAP,CMPL123QMS__Extension_Request__c
a075r000006gDL0AAM,"CMPL123QMS__Extension_Request__c-CMPL123QMS__Mitigation_Plan__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Actions_Taken__c,CMPL123QMS__Department__c,CMPL123QMS__Description__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Plan__c,CMPL123QMS__Short_Description__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Risk__r",,,,a077E00000QHAPhQAP,CMPL123QMS__Mitigation_Plan__c
a075r000006gDL1AAM,"CMPL123QMS__Change_Control__c-CMPL123QMS__Global_Change_Control__c,CMPL123QMS__Extension_Request__c-CMPL123QMS__Global_Change_Control__c,CMPL123QMS__Global_Change_Assessment__c-CMPL123QMS__Global_Change_Control__c,CMPL123QMS__Regulatory_Assessment__c-CMPL123QMS__Global_Change_Control__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Advance_Without_Assessment_Closure__c,CMPL123QMS__Affected_Materials__c,CMPL123QMS__Auto_Close_Upon_Completion__c,CMPL123QMS__Change_Evaluation__c,CMPL123QMS__Current_State__c,CMPL123QMS__Department__c,CMPL123QMS__Description__c,CMPL123QMS__Device_Affected__c,CMPL123QMS__Device_Comment__c,CMPL123QMS__Device_Lot_Number_s__c,CMPL123QMS__Device_Number__c,CMPL123QMS__Document_Comment__c,CMPL123QMS__Documents_Affected__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Equipment_Affected__c,CMPL123QMS__Equipment_Comment__c,CMPL123QMS__Equipment_ID__c,CMPL123QMS__Global_Change_Assessments_Closed__c,CMPL123QMS__Impacted_Sites__c,CMPL123QMS__Implemented_As_Planned__c,CMPL123QMS__Justification__c,CMPL123QMS__Material_Affected__c,CMPL123QMS__Material_Comment__c,CMPL123QMS__Material_Lot_Number_s__c,CMPL123QMS__Material_Number__c,CMPL123QMS__Product_Affected__c,CMPL123QMS__Product_Comment__c,CMPL123QMS__Product_Lot_Number_s__c,CMPL123QMS__Product_Number__c,CMPL123QMS__Proposed_State__c,CMPL123QMS__Short_Description__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Device__r,CMPL123QMS__Product__r,Owner,RecordType",,,,a077E00000QHAPiQAP,CMPL123QMS__Global_Change_Control__c
a075r000006gDL2AAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Confidence_Metric__c,CMPL123QMS__Description__c,CMPL123QMS__Overall_Recommendation__c,CMPL123QMS__Process_Type__c,CMPL123QMS__Process_Unit_End_Date__c,CMPL123QMS__Process_Unit_Start_Date__c,CMPL123QMS__Process_Unit__c,CMPL123QMS__Short_Description__c,CMPL123QMS__TWD_Batch_Number__c,CMPL123QMS__TWD_Process_Unit_Status_Flag__c,CMPL123QMS__TWD_Unique_External_ID__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__TWD_Batch__r,CMPL123QMS__TWD_Product__r,Owner,RecordType",,,,a077E00000QHAPjQAP,CMPL123QMS__Process_Unit__c
a075r000006gDL3AAM,"ContentDocumentLink-LinkedEntityId,CMPL123CME__EMDR__c-CMPL123CME__Registered_Site__c,CMPL123CME__MDR__c-CMPL123CME__Registered_Site__c,CMPL123__Product__c-OLY_Manufacturing_Site__c","CMPL123CME__Assigned_No__c,CMPL123CME__Current_Year__c,CMPL123CME__G1_Contact_Office_Address_1__c,CMPL123CME__G1_Contact_Office_Address_2__c,CMPL123CME__G1_Contact_Office_City__c,CMPL123CME__G1_Contact_Office_Country__c,CMPL123CME__G1_Contact_Office_Division_Name__c,CMPL123CME__G1_Contact_Office_E_mail__c,CMPL123CME__G1_Contact_Office_Facility_Name__c,CMPL123CME__G1_Contact_Office_Fax_Number__c,CMPL123CME__G1_Contact_Office_First_Name__c,CMPL123CME__G1_Contact_Office_Last_Name__c,CMPL123CME__G1_Contact_Office_Middle_Name__c,CMPL123CME__G1_Contact_Office_Postal_Code__c,CMPL123CME__G1_Contact_Office_Region_State__c,CMPL123CME__G1_Contact_Office_Title__c,CMPL123CME__G1_Contact_Office_Zip_Code_Extension__c,CMPL123CME__G1_Contact_Office_Zip_Code__c,CMPL123CME__G2_Contact_Office_Phone_Number__c,CMPL123CME__Last_Used_Sequence_No__c,CMPL123CME__Sequence_No__c,CMPL123CME__Site_Name__c,OLY_External_ID__c",true,"Owner,RecordType",,,,a077E00000QHAPkQAP,CMPL123CME__Registered_Site__c
